"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"119","Sarcaulus","brasiliensis","Sarcaulus brasiliensis","primate","Sapotaceae","Leontopithecus","rosalia","Leontopithecus rosalia","tropical","mainland","new world",2008,"Brazil","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil","no","no","mechanically cleaned","yes",0.9,40,0.97,40,"no",36,4,39,1,"Lapenta, MJ (2008) Frugivory and seed dispersal of golden lion tamarin (Leontopithecus rosalia (Linnaeus, 1766)) in a forest fragment in the Atlantic Forest, Brazil. Brazilian Journal of Biology. 241-249.",-1.46633706879343,1.3034188034188
"119","Micropholis","gardneriana","Micropholis gardneriana","primate","Sapotaceae","Leontopithecus","rosalia","Leontopithecus rosalia","tropical","mainland","new world",2008,"Brazil","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil","pos","no","mechanically cleaned","yes",0.75,48,0.479,48,"no",36,12,23,25,"Lapenta, MJ (2008) Frugivory and seed dispersal of golden lion tamarin (Leontopithecus rosalia (Linnaeus, 1766)) in a forest fragment in the Atlantic Forest, Brazil. Brazilian Journal of Biology. 241-249.",1.18199389760716,0.194589371980676
"119","Micropholis","gardneriana","Micropholis gardneriana","primate","Sapotaceae","Leontopithecus","rosalia","Leontopithecus rosalia","tropical","mainland","new world",2008,"Brazil","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil","no","no","mechanically cleaned","yes",0.5,30,0.5,30,"no",15,15,15,15,"Lapenta, MJ (2008) Frugivory and seed dispersal of golden lion tamarin (Leontopithecus rosalia (Linnaeus, 1766)) in a forest fragment in the Atlantic Forest, Brazil. Brazilian Journal of Biology. 241-249.",0,0.266666666666667
"119","Micropholis","gardneriana","Micropholis gardneriana","primate","Sapotaceae","Leontopithecus","rosalia","Leontopithecus rosalia","tropical","mainland","new world",2008,"Brazil","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil","neg","no","mechanically cleaned","yes",0.278,36,0.667,36,"no",10,26,24,12,"Lapenta, MJ (2008) Frugivory and seed dispersal of golden lion tamarin (Leontopithecus rosalia (Linnaeus, 1766)) in a forest fragment in the Atlantic Forest, Brazil. Brazilian Journal of Biology. 241-249.",-1.64865862558738,0.263461538461538
"120","Psittacanthus","calyculatus","Psittacanthus calyculatus","bird","Loranthaceae","Ptiliogonys","cinereus","Ptiliogonys cinereus","tropical","mainland","new world",2009,"Mexico","Not in GISD","Not in GISD",NA,"LC","yes","yes","other",NA,NA,"mechanically cleaned","yes",0.5,10,0.9,10,"no",5,5,9,1,"Lara, C. (2009) Provenance, guts, and fate: Field and experimental evidence in a host-mistletoe-bird system. Ecoscience.",-2.19722457733622,1.51111111111111
"120","Psittacanthus","calyculatus","Psittacanthus calyculatus","bird","Loranthaceae","Ptiliogonys","cinereus","Ptiliogonys cinereus","tropical","mainland","new world",2009,"Mexico","Not in GISD","Not in GISD",NA,"LC","yes","yes","other",NA,NA,"mechanically cleaned","yes",0.5,10,0.9,10,"no",5,5,9,1,"Lara, C. (2009) Provenance, guts, and fate: Field and experimental evidence in a host-mistletoe-bird system. Ecoscience.",-2.19722457733622,1.51111111111111
"120","Psittacanthus","calyculatus","Psittacanthus calyculatus","bird","Loranthaceae","Ptiliogonys","cinereus","Ptiliogonys cinereus","tropical","mainland","new world",2009,"Mexico","Not in GISD","Not in GISD",NA,"LC","yes","yes","other",NA,NA,"mechanically cleaned","yes",0.7,10,1,10,"no",7,3,10,0,"Lara, C. (2009) Provenance, guts, and fate: Field and experimental evidence in a host-mistletoe-bird system. Ecoscience.",-2.28238238567653,2.51428571428571
"122","Mimusops","elengi","Mimusops elengi","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","pos","no","whole fruit","yes",0.944612556,100,0.438222548,100,"no",94,6,44,56,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",2.99269736985884,0.217889380123423
"122","Diospyros","fasciculosa","Diospyros fasciculosa","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","pos","no","whole fruit","yes",0.430857875,36,0.020486556,100,"no",16,20,2,98,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",3.66867674679642,0.622704081632653
"122","Vitex","collina","Vitex collina","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no","no","whole fruit","yes",0.160475031,100,0.22046285,100,"no",16,84,22,78,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",-0.392561703272256,0.13267982017982
"122","Mimusops","elengi","Mimusops elengi","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.944612556,100,0.953121165,100,"no",94,6,95,5,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",-0.192903666124491,0.387831280328481
"122","Diospyros","fasciculosa","Diospyros fasciculosa","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.430857875,36,0.36971831,100,"no",16,20,37,63,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",0.309073262433098,0.155400042900043
"122","Vitex","collina","Vitex collina","bird","unknown","Ptilinopus","greyi","Ptilinopus greyi","tropical","island","old world",2010,"New Caledonia","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.160475031,100,0.22046285,100,"no",16,84,22,78,"Tassin,J. (2010) Can Ptilinopus greyii (Columbidae) Disperse Seeds in New Caledonia's Dry Forests?. Pacific Science.",-0.392561703272256,0.13267982017982
"123","Santalum","austrocaledonicum","Santalum austrocaledonicum","bird","Santalaceae","Drepanoptila","holosericea","Drepanoptila holosericea","tropical","island","old world",2008,"New Caledonia","Not in GISD","Not in GISD",NA,"NT","yes","yes","greenhouse/nursery soil","pos","pos","mechanically cleaned","yes",0.318673585,100,0.105826084,100,"no",32,68,11,89,"Tassin, J. (2008) Effect of Ingestion by Drepanoptila holosericea (Columbidae) on the Seed Germination of Santalum austrocaledonicum (Santalaceae). Journal of Tropical Ecology.",1.33696929455739,0.148100928318212
"123","Santalum","austrocaledonicum","Santalum austrocaledonicum","bird","Santalaceae","Drepanoptila","holosericea","Drepanoptila holosericea","tropical","island","old world",2008,"New Caledonia","Not in GISD","Not in GISD",NA,"NT","yes","yes","greenhouse/nursery soil","pos",NA,"whole fruit","yes",0.318673585,100,0,100,"no",32,68,0,100,"Tassin, J. (2008) Effect of Ingestion by Drepanoptila holosericea (Columbidae) on the Seed Germination of Santalum austrocaledonicum (Santalaceae). Journal of Tropical Ecology.",4.55771125212659,2.05531801967144
"124","Prumnopitys","ferruginea","Prumnopitys ferruginea","bird","Podocarpaceae","Hemiphaga","novaeseelandiae","Hemiphaga novaeseelandiae","temperate","island","old world",1991,"New Zealand","Not in GISD","Not in GISD","LC","NT","yes","yes","greenhouse/nursery soil","no","no","whole fruit","yes",0.48,80,0.31,67,"no",38,42,21,46,"Clout, M. (1991) Germination of miro (Prumnopitys ferruginea) seeds after consumption by New Zealand pigeons (Hemiphaga novaeseelandiae). New Zealand Journal of Botany. 25-28.",0.684035500208689,0.119483491337038
"124","Prumnopitys","ferruginea","Prumnopitys ferruginea","bird","Podocarpaceae","Hemiphaga","novaeseelandiae","Hemiphaga novaeseelandiae","temperate","island","old world",1991,"New Zealand","Not in GISD","Not in GISD","LC","NT","yes","yes","greenhouse/nursery soil","no","no","whole fruit","yes",0.42,118,0.35,113,"no",50,68,40,73,"Clout, M. (1991) Germination of miro (Prumnopitys ferruginea) seeds after consumption by New Zealand pigeons (Hemiphaga novaeseelandiae). New Zealand Journal of Botany. 25-28.",0.294095287286494,0.0734045124899275
"125","Leycesteria","formosa","Leycesteria formosa","non-flying mammal other than primate","Caprifoliaceae","Rattus","rattus","Rattus rattus","temperate","island","old world",2000,"New Zealand","Not in GISD","Invasive",NA,"LC","yes","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.83,100,0.82,100,"no",83,17,82,18,"Williams, P. (2000) Small mammals as potential seed dispersers in New Zealand. Austral Ecology. 523-532.",0.0692797743722935,0.138622399689624
"125","Solanum","aviculare","Solanum aviculare","non-flying mammal other than primate","unknown","Rattus","rattus","Rattus rattus","temperate","island","old world",2000,"New Zealand","Not in GISD","Invasive",NA,"LC","yes","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.64,353,0.76,150,"no",226,127,114,36,"Williams, P. (2000) Small mammals as potential seed dispersers in New Zealand. Austral Ecology. 523-532.",-0.576331597124691,0.0488485021114326
